conid,ticker,candidate_date,close_asof,sharesbas,sharefactor,sf1_datekey,staleness_days,computed_market_cap,vendor_marketcap_anchor,relative_diff_pct,boundary_distance_pct,market_cap_bucket,market_cap_reason_code
9560,MGM,2026-06-04,47.94,255851235.0,1.0,2026-04-29,36.0,12265508205.9,10047277998.0,22.08,22.66,Large-low,MARKET_CAP_OK
9939,MU,2026-06-04,996.0,1127734051.0,1.0,2026-03-19,77.0,1123223114796.0,501018406838.0,124.19,461.61,UNBUCKETED,MARKET_CAP_SUSPECT
49921110,NTAP,2026-06-04,178.87,197330400.0,1.0,2026-02-26,98.0,35296488648.0,19563335856.0,80.42,29.41,UNBUCKETED,MARKET_CAP_SUSPECT
209411798,HPE,2026-06-04,53.69,1324203521.0,1.0,2026-06-02,2.0,71096487042.48999,74354027704.0,4.38,42.19,Large-high,MARKET_CAP_OK
346218218,DELL,2026-06-04,422.05,645748451.0,1.0,2026-03-16,80.0,272538133744.55002,101085462520.0,169.61,36.27,UNBUCKETED,MARKET_CAP_SUSPECT
731466419,SMCI,2026-06-04,46.9,601418482.0,1.0,2026-05-11,24.0,28206526805.8,20159547517.0,39.92,43.59,UNBUCKETED,MARKET_CAP_SUSPECT
9560,MGM,2026-06-05,47.51,255851235.0,1.0,2026-04-29,37.0,12155492174.85,10047277998.0,20.98,21.55,Large-low,MARKET_CAP_OK
1715006,A,2026-06-05,135.44,282431944.0,1.0,2026-06-01,4.0,38252582495.36,38405095745.0,0.4,23.49,Large-low,MARKET_CAP_OK
49921110,NTAP,2026-06-05,167.04,195919927.0,1.0,2026-06-05,0.0,32726464606.079998,32726464606.0,0.0,34.55,Large-low,MARKET_CAP_OK
209411798,HPE,2026-06-05,49.2,1324203521.0,1.0,2026-06-02,3.0,65150813233.200005,74354027704.0,12.38,30.3,Large-high,MARKET_CAP_OK
346218218,DELL,2026-06-05,394.39,645748451.0,1.0,2026-03-16,81.0,254676731589.88998,101085462520.0,151.94,27.34,UNBUCKETED,MARKET_CAP_SUSPECT
731466419,SMCI,2026-06-05,41.64,601418482.0,1.0,2026-05-11,25.0,25043065590.48,20159547517.0,24.22,49.91,Large-low,MARKET_CAP_OK
9560,MGM,2026-06-08,47.26,255851235.0,1.0,2026-04-29,40.0,12091529366.1,10047277998.0,20.35,20.92,Large-low,MARKET_CAP_OK
49921110,NTAP,2026-06-08,170.31,195919927.0,1.0,2026-06-05,3.0,33367122767.37,32726464606.0,1.96,33.27,Large-low,MARKET_CAP_OK
209411798,HPE,2026-06-08,49.87,1324203521.0,1.0,2026-06-02,6.0,66038029592.27,74354027704.0,11.18,32.08,Large-high,MARKET_CAP_OK
346218218,DELL,2026-06-08,400.77,645748451.0,1.0,2026-03-16,84.0,258796606707.27,101085462520.0,156.02,29.4,UNBUCKETED,MARKET_CAP_SUSPECT
731466419,SMCI,2026-06-08,43.99,601418482.0,1.0,2026-05-11,28.0,26456399023.18,20159547517.0,31.24,47.09,UNBUCKETED,MARKET_CAP_SUSPECT
8251,HUM,2026-06-09,363.18,120061500.0,1.0,2026-04-29,41.0,43603935570.0,29189351880.0,49.38,12.79,UNBUCKETED,MARKET_CAP_SUSPECT
9560,MGM,2026-06-09,47.15,255851235.0,1.0,2026-04-29,41.0,12063385730.25,10047277998.0,20.07,20.63,Large-low,MARKET_CAP_OK
1715006,A,2026-06-09,135.48,282431944.0,1.0,2026-06-01,8.0,38263879773.119995,38405095745.0,0.37,23.47,Large-low,MARKET_CAP_OK
2730877,CRL,2026-06-09,189.85,48167730.0,1.0,2026-05-07,33.0,9144643540.5,8751113186.0,4.5,8.55,Mid,MARKET_CAP_OK
49921110,NTAP,2026-06-09,165.0,195919927.0,1.0,2026-06-05,4.0,32326787955.0,32726464606.0,1.22,35.35,Large-low,MARKET_CAP_OK
209411798,HPE,2026-06-09,48.27,1324203521.0,1.0,2026-06-02,7.0,63919303958.670006,74354027704.0,14.03,27.84,Large-high,MARKET_CAP_OK
346218218,DELL,2026-06-09,381.78,648107991.0,1.0,2026-06-09,0.0,247434668803.97998,247434668804.0,0.0,23.72,Mega,MARKET_CAP_OK
1715006,A,2026-06-10,131.62,282431944.0,1.0,2026-06-01,9.0,37173692469.28,38405095745.0,3.21,25.65,Large-low,MARKET_CAP_OK
272667,ODFL,2026-06-11,247.76,207968283.0,1.0,2026-05-06,36.0,51526221796.08,41722596935.0,23.5,3.05,Large-high,MARKET_CAP_OK
49921110,NTAP,2026-06-11,160.47,195919927.0,1.0,2026-06-05,6.0,31439270685.69,32726464606.0,3.93,37.12,Large-low,MARKET_CAP_OK
209411798,HPE,2026-06-11,46.8,1324203521.0,1.0,2026-06-02,9.0,61972724782.799995,74354027704.0,16.65,23.95,Large-high,MARKET_CAP_OK
346218218,DELL,2026-06-11,391.45,648107991.0,1.0,2026-06-09,2.0,253701873076.94998,247434668804.0,2.53,26.85,Mega,MARKET_CAP_OK
8251,HUM,2026-06-12,379.22,120061500.0,1.0,2026-04-29,44.0,45529722030.0,29189351880.0,55.98,8.94,UNBUCKETED,MARKET_CAP_SUSPECT
9560,MGM,2026-06-12,48.97,255851235.0,1.0,2026-04-29,44.0,12529034977.949999,10047277998.0,24.7,25.29,Large-low,MARKET_CAP_OK
209411798,HPE,2026-06-12,48.17,1324203521.0,1.0,2026-06-02,10.0,63786883606.57,74354027704.0,14.21,27.57,Large-high,MARKET_CAP_OK
12729,TER,2026-06-15,432.41,156542162.0,1.0,2026-05-01,45.0,67690396270.420006,54072793598.0,25.18,35.38,UNBUCKETED,MARKET_CAP_SUSPECT
13681,WDC,2026-06-15,653.53,344682131.0,1.0,2026-05-01,45.0,225260113072.43,148737233169.0,51.45,12.63,UNBUCKETED,MARKET_CAP_SUSPECT
266093,AMAT,2026-06-15,585.78,793959430.0,1.0,2026-05-21,25.0,465085554905.39996,339306502005.0,37.07,132.54,UNBUCKETED,MARKET_CAP_SUSPECT
270639,INTC,2026-06-15,127.86,5026000000.0,1.0,2026-04-24,52.0,642624360000.0,414846040000.0,54.91,221.31,UNBUCKETED,MARKET_CAP_SUSPECT
732440574,LRCX,2026-06-15,388.92,1250571000.0,1.0,2026-04-23,53.0,486372073320.0,323347637760.0,50.42,143.19,UNBUCKETED,MARKET_CAP_SUSPECT
13681,WDC,2026-06-16,681.08,344682131.0,1.0,2026-05-01,46.0,234756105781.48,148737233169.0,57.83,17.38,UNBUCKETED,MARKET_CAP_SUSPECT
9282,LUV,2026-06-17,46.66,488773713.0,1.0,2026-04-23,55.0,22806181448.579998,18451207666.0,23.6,54.39,Large-low,MARKET_CAP_OK
13681,WDC,2026-06-17,712.13,344682131.0,1.0,2026-05-01,47.0,245458485949.03,148737233169.0,65.03,22.73,UNBUCKETED,MARKET_CAP_SUSPECT
491932113,STX,2026-06-17,1066.07,224228992.0,1.0,2026-04-29,49.0,239043801501.43997,144246510554.0,65.72,19.52,UNBUCKETED,MARKET_CAP_SUSPECT
9282,LUV,2026-06-18,47.97,488773713.0,1.0,2026-04-23,56.0,23446475012.61,18451207666.0,27.07,53.11,UNBUCKETED,MARKET_CAP_SUSPECT
266093,AMAT,2026-06-18,617.11,793959430.0,1.0,2026-05-21,28.0,489960303847.3,339306502005.0,44.4,144.98,UNBUCKETED,MARKET_CAP_SUSPECT
270639,INTC,2026-06-18,133.99,5026000000.0,1.0,2026-04-24,55.0,673433740000.0,414846040000.0,62.33,236.72,UNBUCKETED,MARKET_CAP_SUSPECT
691984365,GEV,2026-06-18,1109.73,268719995.0,1.0,2026-04-22,57.0,298206640051.35,302997944434.0,1.58,49.1,Mega,MARKET_CAP_OK
732440574,LRCX,2026-06-18,389.04,1250571000.0,1.0,2026-04-23,56.0,486522141840.0,323347637760.0,50.46,143.26,UNBUCKETED,MARKET_CAP_SUSPECT
9939,MU,2026-06-22,1211.38,1127734051.0,1.0,2026-03-19,95.0,1366114474700.3801,501018406838.0,172.67,583.06,UNBUCKETED,MARKET_CAP_SUSPECT
12729,TER,2026-06-22,457.0,156542162.0,1.0,2026-05-01,52.0,71539768034.0,54072793598.0,32.3,43.08,UNBUCKETED,MARKET_CAP_SUSPECT
266093,AMAT,2026-06-22,640.18,793959430.0,1.0,2026-05-21,32.0,508276947897.39996,339306502005.0,49.8,154.14,UNBUCKETED,MARKET_CAP_SUSPECT
270639,INTC,2026-06-22,140.94,5026000000.0,1.0,2026-04-24,59.0,708364440000.0,414846040000.0,70.75,254.18,UNBUCKETED,MARKET_CAP_SUSPECT
691984365,GEV,2026-06-22,1127.59,268719995.0,1.0,2026-04-22,61.0,303005979162.05,302997944434.0,0.0,51.5,Mega,MARKET_CAP_OK
732440574,LRCX,2026-06-22,409.54,1250571000.0,1.0,2026-04-23,60.0,512158847340.0,323347637760.0,58.39,156.08,UNBUCKETED,MARKET_CAP_SUSPECT
5052,BALL,2026-06-23,60.49,266246511.0,1.0,2026-05-05,49.0,16105251450.390001,15205338243.0,5.92,61.05,Large-low,MARKET_CAP_OK
9282,LUV,2026-06-23,49.41,488773713.0,1.0,2026-04-23,61.0,24150309159.329998,18451207666.0,30.89,51.7,UNBUCKETED,MARKET_CAP_SUSPECT
79498203,UAL,2026-06-23,121.55,324569728.0,1.0,2026-04-22,62.0,39451450438.4,29766289755.0,32.54,21.1,UNBUCKETED,MARKET_CAP_SUSPECT
9282,LUV,2026-06-24,50.94,488773713.0,1.0,2026-04-23,62.0,24898132940.219997,18451207666.0,34.94,50.2,UNBUCKETED,MARKET_CAP_SUSPECT
79498203,UAL,2026-06-24,130.54,324569728.0,1.0,2026-04-22,63.0,42369332293.119995,29766289755.0,42.34,15.26,UNBUCKETED,MARKET_CAP_SUSPECT
9282,LUV,2026-06-25,52.09,488773713.0,1.0,2026-04-23,63.0,25460222710.170002,18451207666.0,37.99,49.08,UNBUCKETED,MARKET_CAP_SUSPECT
79498203,UAL,2026-06-25,134.6,324569728.0,1.0,2026-04-22,64.0,43687085388.799995,29766289755.0,46.77,12.63,UNBUCKETED,MARKET_CAP_SUSPECT
9282,LUV,2026-06-26,51.91,488773713.0,1.0,2026-04-23,64.0,25372243441.829998,18451207666.0,37.51,49.26,UNBUCKETED,MARKET_CAP_SUSPECT
79498203,UAL,2026-06-26,136.11,324569728.0,1.0,2026-04-22,65.0,44177185678.08,29766289755.0,48.41,11.65,UNBUCKETED,MARKET_CAP_SUSPECT
344809106,MRNA,2026-06-26,67.27,396786259.0,1.0,2026-05-01,56.0,26691811642.93,18002192571.0,48.27,46.62,UNBUCKETED,MARKET_CAP_SUSPECT
9282,LUV,2026-06-27,,,,,,,,,,UNBUCKETED,MARKET_CAP_PRICE_MISSING
79498203,UAL,2026-06-27,,,,,,,,,,UNBUCKETED,MARKET_CAP_PRICE_MISSING
344809106,MRNA,2026-06-27,,,,,,,,,,UNBUCKETED,MARKET_CAP_PRICE_MISSING
