conid,candidate_date,sf1_datekey,staleness_days,staleness_flag,identity_tier,is_alias,coverage_status,reason_code,revenue,netinc,eps,fcf,roe,grossmargin,netmargin,debt,de,assets,equity,ticker,mle_rank,irc_rank,source_signal_label
491932113,2025-10-01,2025-08-01,61,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,6,3,MLE_TOP10xIRC_TOP10_20d
731466419,2025-10-01,2025-08-28,34,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,10,3,MLE_TOP10xIRC_TOP10_20d
732440574,2025-10-01,2025-08-11,51,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,9,2,MLE_TOP10xIRC_TOP10_20d
12729,2025-10-02,2025-08-01,62,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,3,2,MLE_TOP10xIRC_TOP10_20d
13681,2025-10-02,2025-08-14,49,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,1,3,MLE_TOP10xIRC_TOP10_20d
266093,2025-10-02,2025-08-21,42,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,5,2,MLE_TOP10xIRC_TOP10_20d
270639,2025-10-02,2025-07-24,70,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,2,2,MLE_TOP10xIRC_TOP10_20d
491932113,2025-10-02,2025-08-01,62,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,6,3,MLE_TOP10xIRC_TOP10_20d
732440574,2025-10-02,2025-08-11,52,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,9,2,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-03,2025-10-03,0,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,10,8,MLE_TOP10xIRC_TOP10_20d
12729,2025-10-03,2025-08-01,63,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,5,8,MLE_TOP10xIRC_TOP10_20d
13681,2025-10-03,2025-08-14,50,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,3,2,MLE_TOP10xIRC_TOP10_20d
270639,2025-10-03,2025-07-24,71,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,2,8,MLE_TOP10xIRC_TOP10_20d
13878278,2025-10-03,2025-07-25,70,,MATCHED_STRONG,False,OK,,178190000000.0,2054000000.0,4.12,1080000000.0,0.075,0.089,0.012,17577000000.0,2.149,86395000000.0,27406000000.0,CNC,4,10,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-06,2025-08-06,61,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,1,2,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-06,2025-10-03,3,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,7,2,MLE_TOP10xIRC_TOP10_20d
270639,2025-10-06,2025-07-24,74,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,2,2,MLE_TOP10xIRC_TOP10_20d
731466419,2025-10-06,2025-08-28,39,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,5,6,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-07,2025-08-06,62,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,1,3,MLE_TOP10xIRC_TOP10_20d
270639,2025-10-07,2025-07-24,75,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,2,3,MLE_TOP10xIRC_TOP10_20d
13878278,2025-10-07,2025-07-25,74,,MATCHED_STRONG,False,OK,,178190000000.0,2054000000.0,4.12,1080000000.0,0.075,0.089,0.012,17577000000.0,2.149,86395000000.0,27406000000.0,CNC,5,9,MLE_TOP10xIRC_TOP10_20d
75960201,2025-10-07,2025-07-23,76,,MATCHED_STRONG,False,OK,,25899000000.0,5916000000.0,2.88,3735000000.0,0.118,0.62,0.228,93189000000.0,2.715,198830000000.0,50797000000.0,NEE,7,6,MLE_TOP10xIRC_TOP10_20d
731466419,2025-10-07,2025-08-28,40,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,6,7,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-08,2025-08-06,63,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,1,6,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-08,2025-10-03,5,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,4,6,MLE_TOP10xIRC_TOP10_20d
270639,2025-10-08,2025-07-24,76,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,7,6,MLE_TOP10xIRC_TOP10_20d
346218218,2025-10-08,2025-09-08,30,,MATCHED_STRONG,False,OK,,101451000000.0,4915000000.0,7.07,4860000000.0,-2.057,0.212,0.048,28689000000.0,-33.24,89176000000.0,-2766000000.0,DELL,3,3,MLE_TOP10xIRC_TOP10_20d
731466419,2025-10-08,2025-08-28,41,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,2,3,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-09,2025-08-06,64,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,1,2,MLE_TOP10xIRC_TOP10_20d
9160,2025-10-09,2025-08-07,63,,MATCHED_STRONG,False,OK,,53258100000.0,13799900000.0,15.35,4884900000.0,0.884,0.826,0.259,39903800000.0,4.519,100922600000.0,18272900000.0,LLY,9,8,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-09,2025-10-03,6,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,5,2,MLE_TOP10xIRC_TOP10_20d
402783527,2025-10-09,2025-07-30,71,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,7,1,MLE_TOP10xIRC_TOP10_20d
731466419,2025-10-09,2025-08-28,42,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,3,4,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-10,2025-08-06,65,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,1,7,MLE_TOP10xIRC_TOP10_20d
9160,2025-10-10,2025-08-07,64,,MATCHED_STRONG,False,OK,,53258100000.0,13799900000.0,15.35,4884900000.0,0.884,0.826,0.259,39903800000.0,4.519,100922600000.0,18272900000.0,LLY,6,4,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-10,2025-10-03,7,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,3,7,MLE_TOP10xIRC_TOP10_20d
346218218,2025-10-10,2025-09-08,32,,MATCHED_STRONG,False,OK,,101451000000.0,4915000000.0,7.07,4860000000.0,-2.057,0.212,0.048,28689000000.0,-33.24,89176000000.0,-2766000000.0,DELL,5,5,MLE_TOP10xIRC_TOP10_20d
402783527,2025-10-10,2025-07-30,72,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,2,1,MLE_TOP10xIRC_TOP10_20d
731466419,2025-10-10,2025-08-28,43,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,4,5,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-13,2025-08-06,68,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,1,4,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-13,2025-10-03,10,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,4,4,MLE_TOP10xIRC_TOP10_20d
2730877,2025-10-13,2025-08-06,68,,MATCHED_STRONG,False,OK,,4028615000.0,-67043000.0,-1.29,578495000.0,-0.02,0.325,-0.017,2786038000.0,1.241,7560545000.0,3353321000.0,CRL,6,8,MLE_TOP10xIRC_TOP10_20d
346218218,2025-10-13,2025-09-08,35,,MATCHED_STRONG,False,OK,,101451000000.0,4915000000.0,7.07,4860000000.0,-2.057,0.212,0.048,28689000000.0,-33.24,89176000000.0,-2766000000.0,DELL,8,9,MLE_TOP10xIRC_TOP10_20d
402783527,2025-10-13,2025-07-30,75,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,2,1,MLE_TOP10xIRC_TOP10_20d
731466419,2025-10-13,2025-08-28,46,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,3,9,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-14,2025-08-06,69,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,1,10,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-14,2025-10-03,11,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,8,10,MLE_TOP10xIRC_TOP10_20d
75960201,2025-10-14,2025-07-23,83,,MATCHED_STRONG,False,OK,,25899000000.0,5916000000.0,2.88,3735000000.0,0.118,0.62,0.228,93189000000.0,2.715,198830000000.0,50797000000.0,NEE,7,3,MLE_TOP10xIRC_TOP10_20d
402783527,2025-10-14,2025-07-30,76,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,4,1,MLE_TOP10xIRC_TOP10_20d
538132976,2025-10-14,2025-08-07,68,,MATCHED_STRONG,False,OK,,24821000000.0,3009000000.0,9.59,-2486000000.0,0.23,0.193,0.121,8311000000.0,2.897,52994000000.0,13507000000.0,CEG,3,3,MLE_TOP10xIRC_TOP10_20d
731466419,2025-10-14,2025-08-28,47,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,10,9,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-15,2025-08-06,70,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,1,4,MLE_TOP10xIRC_TOP10_20d
5437,2025-10-15,2025-08-06,70,,MATCHED_STRONG,False,OK,,63139000000.0,9437000000.0,19.74,8485000000.0,0.499,0.343,0.149,40748000000.0,3.84,90325000000.0,18663000000.0,CAT,9,1,MLE_TOP10xIRC_TOP10_20d
72529783,2025-10-15,2025-08-05,71,,MATCHED_STRONG,False,OK,,4411654000.0,348824000.0,6.09,511592000.0,0.14,0.399,0.079,1587004000.0,1.095,5388801000.0,2570523000.0,GNRC,4,6,MLE_TOP10xIRC_TOP10_20d
79498203,2025-10-15,2025-07-17,90,,MATCHED_STRONG,False,OK,,57987000000.0,3310000000.0,10.11,4159000000.0,0.264,0.641,0.057,32786000000.0,4.77,77163000000.0,13373000000.0,UAL,7,8,MLE_TOP10xIRC_TOP10_20d
402783527,2025-10-15,2025-07-30,77,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,6,1,MLE_TOP10xIRC_TOP10_20d
538132976,2025-10-15,2025-08-07,69,,MATCHED_STRONG,False,OK,,24821000000.0,3009000000.0,9.59,-2486000000.0,0.23,0.193,0.121,8311000000.0,2.897,52994000000.0,13507000000.0,CEG,3,3,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-16,2025-08-06,71,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,1,6,MLE_TOP10xIRC_TOP10_20d
5437,2025-10-16,2025-08-06,71,,MATCHED_STRONG,False,OK,,63139000000.0,9437000000.0,19.74,8485000000.0,0.499,0.343,0.149,40748000000.0,3.84,90325000000.0,18663000000.0,CAT,9,1,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-16,2025-10-03,13,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,10,6,MLE_TOP10xIRC_TOP10_20d
270825,2025-10-16,2025-07-24,84,,MATCHED_STRONG,False,OK,,12064092000.0,553884000.0,5.54,797748000.0,0.143,0.454,0.046,1719360000.0,1.255,8241134000.0,3655330000.0,JBHT,2,10,MLE_TOP10xIRC_TOP10_20d
32106121,2025-10-16,2025-08-04,73,,MATCHED_STRONG,False,OK,,2543912000.0,1861310000.0,38.38,706303000.0,0.612,0.553,0.732,0.0,0.168,3972210000.0,3402068000.0,MPWR,8,6,MLE_TOP10xIRC_TOP10_20d
538132976,2025-10-16,2025-08-07,70,,MATCHED_STRONG,False,OK,,24821000000.0,3009000000.0,9.59,-2486000000.0,0.23,0.193,0.121,8311000000.0,2.897,52994000000.0,13507000000.0,CEG,7,2,MLE_TOP10xIRC_TOP10_20d
663174498,2025-10-16,2025-08-05,72,,MATCHED_NAME_VERIFIED,False,OK,,50862000000.0,1378000000.0,10.02,-536000000.0,0.133,0.063,0.027,12213000000.0,1.77,31154000000.0,10883000000.0,BG,3,9,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-17,2025-08-06,72,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,1,6,MLE_TOP10xIRC_TOP10_20d
269753,2025-10-17,2025-08-07,71,,MATCHED_STRONG,False,OK,,28863000000.0,6311000000.0,5.05,9369000000.0,0.329,0.785,0.219,24946000000.0,1.836,55721000000.0,19674000000.0,GILD,8,9,MLE_TOP10xIRC_TOP10_20d
270825,2025-10-17,2025-07-24,85,,MATCHED_STRONG,False,OK,,12064092000.0,553884000.0,5.54,797748000.0,0.143,0.454,0.046,1719360000.0,1.255,8241134000.0,3655330000.0,JBHT,2,8,MLE_TOP10xIRC_TOP10_20d
32106121,2025-10-17,2025-08-04,74,,MATCHED_STRONG,False,OK,,2543912000.0,1861310000.0,38.38,706303000.0,0.612,0.553,0.732,0.0,0.168,3972210000.0,3402068000.0,MPWR,7,6,MLE_TOP10xIRC_TOP10_20d
324057162,2025-10-17,2025-07-24,85,,MATCHED_STRONG,False,OK,,15759000000.0,1536000000.0,1.13,1591000000.0,0.062,0.549,0.097,15927000000.0,1.176,54368000000.0,24985000000.0,KDP,10,4,MLE_TOP10xIRC_TOP10_20d
402783527,2025-10-17,2025-07-30,79,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,9,1,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-20,2025-08-06,75,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,2,10,MLE_TOP10xIRC_TOP10_20d
11017,2025-10-20,2025-10-09,11,,MATCHED_STRONG,False,OK,,92366000000.0,7223000000.0,5.27,7225000000.0,0.389,0.54,0.078,50849000000.0,4.488,106558000000.0,19388000000.0,PEP,8,5,MLE_TOP10xIRC_TOP10_20d
8677881,2025-10-20,2025-08-04,77,,MATCHED_STRONG,False,OK,,6398800000.0,465800000.0,1.09,1299900000.0,0.056,0.379,0.073,3374800000.0,0.65,13126200000.0,7940800000.0,ON,10,10,MLE_TOP10xIRC_TOP10_20d
324057162,2025-10-20,2025-07-24,88,,MATCHED_STRONG,False,OK,,15759000000.0,1536000000.0,1.13,1591000000.0,0.062,0.549,0.097,15927000000.0,1.176,54368000000.0,24985000000.0,KDP,9,5,MLE_TOP10xIRC_TOP10_20d
663174498,2025-10-20,2025-08-05,76,,MATCHED_NAME_VERIFIED,False,OK,,50862000000.0,1378000000.0,10.02,-536000000.0,0.133,0.063,0.027,12213000000.0,1.77,31154000000.0,10883000000.0,BG,5,9,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-21,2025-08-06,76,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,7,4,MLE_TOP10xIRC_TOP10_20d
2730877,2025-10-21,2025-08-06,76,,MATCHED_STRONG,False,OK,,4028615000.0,-67043000.0,-1.29,578495000.0,-0.02,0.325,-0.017,2786038000.0,1.241,7560545000.0,3353321000.0,CRL,9,5,MLE_TOP10xIRC_TOP10_20d
8677881,2025-10-21,2025-08-04,78,,MATCHED_STRONG,False,OK,,6398800000.0,465800000.0,1.09,1299900000.0,0.056,0.379,0.073,3374800000.0,0.65,13126200000.0,7940800000.0,ON,5,4,MLE_TOP10xIRC_TOP10_20d
44001820,2025-10-21,2025-10-09,12,,MATCHED_STRONG,False,OK,,62920000000.0,4630000000.0,7.14,3074000000.0,0.276,0.468,0.074,20978000000.0,3.23,79623000000.0,18822000000.0,DAL,10,8,MLE_TOP10xIRC_TOP10_20d
80986742,2025-10-21,2025-10-21,0,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,3,10,MLE_TOP10xIRC_TOP10_20d
11017,2025-10-22,2025-10-09,13,,MATCHED_STRONG,False,OK,,92366000000.0,7223000000.0,5.27,7225000000.0,0.389,0.54,0.078,50849000000.0,4.488,106558000000.0,19388000000.0,PEP,8,2,MLE_TOP10xIRC_TOP10_20d
9063285,2025-10-22,2025-10-22,0,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,2,6,MLE_TOP10xIRC_TOP10_20d
80986742,2025-10-22,2025-10-21,1,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,1,9,MLE_TOP10xIRC_TOP10_20d
13909,2025-10-23,2025-10-23,0,,MATCHED_STRONG,False,OK,,3017900000.0,491700000.0,6.79,379100000.0,0.173,0.356,0.163,297600000.0,0.346,4105800000.0,3051500000.0,WST,6,6,MLE_TOP10xIRC_TOP10_20d
9063285,2025-10-23,2025-10-22,1,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,1,6,MLE_TOP10xIRC_TOP10_20d
80986742,2025-10-23,2025-10-21,2,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,3,7,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-24,2025-10-03,21,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,7,5,MLE_TOP10xIRC_TOP10_20d
270957,2025-10-24,2025-08-08,77,,MATCHED_STRONG,False,OK,,12156162000.0,4061643000.0,3.05,3741855000.0,1.026,0.609,0.334,5884257000.0,2.424,16067926000.0,4692453000.0,KLAC,9,5,MLE_TOP10xIRC_TOP10_20d
6607708,2025-10-24,2025-10-23,1,,MATCHED_STRONG,False,OK,,8323378000.0,837622000.0,23.67,803869000.0,0.436,0.235,0.101,394054000.0,1.587,5777851000.0,2233386000.0,FIX,10,1,MLE_TOP10xIRC_TOP10_20d
9063285,2025-10-24,2025-10-22,2,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,1,8,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-27,2025-08-06,82,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,7,3,MLE_TOP10xIRC_TOP10_20d
270957,2025-10-27,2025-08-08,80,,MATCHED_STRONG,False,OK,,12156162000.0,4061643000.0,3.05,3741855000.0,1.026,0.609,0.334,5884257000.0,2.424,16067926000.0,4692453000.0,KLAC,10,3,MLE_TOP10xIRC_TOP10_20d
9063285,2025-10-27,2025-10-22,5,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,2,7,MLE_TOP10xIRC_TOP10_20d
201113895,2025-10-27,2025-08-19,69,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,5,10,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-28,2025-08-06,83,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,9,3,MLE_TOP10xIRC_TOP10_20d
7890,2025-10-28,2025-10-24,4,,MATCHED_STRONG,False,OK,,22137000000.0,1309000000.0,1.52,2086000000.0,0.126,0.162,0.059,8567000000.0,1.462,25164000000.0,10203000000.0,HAL,7,8,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-28,2025-10-03,25,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,8,3,MLE_TOP10xIRC_TOP10_20d
6607708,2025-10-28,2025-10-23,5,,MATCHED_STRONG,False,OK,,8323378000.0,837622000.0,23.67,803869000.0,0.436,0.235,0.101,394054000.0,1.587,5777851000.0,2233386000.0,FIX,10,1,MLE_TOP10xIRC_TOP10_20d
9063285,2025-10-28,2025-10-22,6,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,2,6,MLE_TOP10xIRC_TOP10_20d
80986742,2025-10-28,2025-10-21,7,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,4,9,MLE_TOP10xIRC_TOP10_20d
201113895,2025-10-28,2025-08-19,70,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,1,10,MLE_TOP10xIRC_TOP10_20d
7890,2025-10-29,2025-10-24,5,,MATCHED_STRONG,False,OK,,22137000000.0,1309000000.0,1.52,2086000000.0,0.126,0.162,0.059,8567000000.0,1.462,25164000000.0,10203000000.0,HAL,5,4,MLE_TOP10xIRC_TOP10_20d
12729,2025-10-29,2025-08-01,89,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,4,3,MLE_TOP10xIRC_TOP10_20d
6607708,2025-10-29,2025-10-23,6,,MATCHED_STRONG,False,OK,,8323378000.0,837622000.0,23.67,803869000.0,0.436,0.235,0.101,394054000.0,1.587,5777851000.0,2233386000.0,FIX,8,2,MLE_TOP10xIRC_TOP10_20d
80986742,2025-10-29,2025-10-21,8,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,10,5,MLE_TOP10xIRC_TOP10_20d
201113895,2025-10-29,2025-08-19,71,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,1,6,MLE_TOP10xIRC_TOP10_20d
491932113,2025-10-29,2025-08-01,89,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,7,6,MLE_TOP10xIRC_TOP10_20d
584127832,2025-10-29,2025-08-15,75,,MATCHED_STRONG,False,OK,,5810115000.0,49364000.0,-0.52,192764000.0,-0.015,0.352,-0.014,3893658000.0,1.139,14910936000.0,5644514000.0,COHR,2,9,MLE_TOP10xIRC_TOP10_20d
