,conid,candidate_date,ticker,A,B,C,D,E,F,ret_fwd_5d,ret_fwd_10d,ret_fwd_20d,spyrel_fwd_5d,spyrel_fwd_10d,spyrel_fwd_20d
94,9091,2025-08-13,LEN,True,True,False,False,True,False,0.4126,2.9872,1.3676,0.6591,3.3625,2.084
95,655276609,2025-08-13,CRH,True,True,True,True,True,True,-1.8654,-0.9327,-2.0853,-1.6188,-0.5574,-1.3689
96,9091,2025-08-14,LEN,True,True,False,False,True,False,2.913,3.3346,2.7827,3.71,3.7191,2.9703
97,270639,2025-08-14,INTC,True,False,False,False,True,False,6.0771,2.8919,0.5868,6.8741,3.2764,0.7744
98,32106121,2025-08-14,MPWR,True,True,True,True,True,True,-0.4724,-1.29,-2.5035,0.3245,-0.9055,-2.3159
99,98542021,2025-08-14,EXPE,True,True,True,True,False,True,0.4054,2.9681,2.5724,1.2024,3.3527,2.76
100,655276609,2025-08-14,CRH,True,True,True,True,True,True,0.6174,0.7517,0.1432,1.4144,1.1362,0.3308
101,13272,2025-08-15,UNH,True,True,True,True,False,True,-1.3717,0.2796,2.0953,-0.5433,0.4303,1.2126
102,44001820,2025-08-15,DAL,True,True,True,True,False,True,-1.9754,0.2822,0.5146,-1.1471,0.433,-0.3681
103,79498203,2025-08-15,UAL,True,True,True,True,False,True,-1.08,1.397,5.0728,-0.2516,1.5478,4.1901
104,655276609,2025-08-15,CRH,True,True,True,True,True,True,-0.0632,1.5789,0.6947,0.7652,1.7296,-0.1881
105,740948854,2025-08-15,ANET,True,True,True,True,True,True,-4.2462,-3.1027,2.8186,-3.4178,-2.9519,1.9359
106,8251,2025-08-18,HUM,True,True,True,False,True,True,3.4855,3.7258,8.0748,3.6145,2.8521,7.2152
107,13272,2025-08-18,UNH,True,True,True,True,False,True,-1.1767,-2.0098,3.8121,-1.0477,-2.8834,2.9525
108,44001820,2025-08-18,DAL,True,True,True,True,False,True,-1.1131,1.4405,1.0967,-0.9841,0.5669,0.2371
109,79498203,2025-08-18,UAL,True,True,True,True,False,True,-0.0293,2.6473,5.275,0.0997,1.7736,4.4154
110,740948854,2025-08-18,ANET,True,True,True,True,True,True,-3.6221,-1.3112,1.4271,-3.4931,-2.1848,0.5675
111,13272,2025-08-19,UNH,True,True,True,True,False,True,0.2038,1.8505,5.2623,-0.212,1.0315,3.8525
112,44001820,2025-08-19,DAL,True,True,True,True,False,True,-0.1488,2.1157,2.0826,-0.5645,1.2967,0.6729
113,79498203,2025-08-19,UAL,True,True,True,True,False,True,0.1468,2.7498,5.4604,-0.269,1.9308,4.0506
114,98542021,2025-08-19,EXPE,True,True,True,True,False,True,2.5524,3.2494,4.403,2.1366,2.4304,2.9932
115,655276609,2025-08-19,CRH,True,True,True,True,True,True,0.1334,0.4536,-0.338,-0.2823,-0.3654,-1.7478
116,13272,2025-08-20,UNH,True,True,True,True,False,True,1.6742,2.9883,16.0352,0.991,2.6498,14.1202
117,270639,2025-08-20,INTC,True,False,False,False,True,False,4.2906,2.8462,3.8233,3.6073,2.5077,1.9082
118,13878278,2025-08-20,CNC,True,True,True,False,False,False,-1.0884,0.7483,5.6463,-1.7717,0.4098,3.7312
119,8251,2025-08-21,HUM,True,True,True,False,True,True,1.4942,5.2943,-7.0941,-0.0179,4.5516,-9.7155
120,13272,2025-08-21,UNH,True,True,True,True,False,True,-0.9626,1.7966,14.3168,-2.4747,1.0539,11.6954
121,13878278,2025-08-21,CNC,True,True,True,False,False,False,-0.5207,2.8115,8.5387,-2.0327,2.0689,5.9174
122,346403540,2025-08-21,CI,True,True,True,False,False,False,-0.2093,-0.0764,0.4951,-1.7214,-0.8191,-2.1263
123,11520,2025-08-22,RCL,True,True,True,True,False,True,4.1779,2.7301,1.6131,3.9734,3.5112,-0.296
124,13272,2025-08-22,UNH,True,True,True,True,False,True,-1.1515,0.4489,15.025,-1.3561,1.2299,13.1159
125,13878278,2025-08-22,CNC,True,True,True,False,False,False,-1.9381,0.714,15.879,-2.1427,1.4951,13.9698
126,44001820,2025-08-22,DAL,True,True,True,True,False,True,-0.697,-0.9078,-2.0263,-0.9016,-0.1267,-3.9354
127,79498203,2025-08-22,UAL,True,True,True,True,False,True,1.1944,1.6508,6.1954,0.9899,2.4318,4.2862
128,13272,2025-08-25,UNH,True,True,True,True,False,True,1.2924,1.8107,14.1147,1.6348,0.7756,11.2445
129,13878278,2025-08-25,CNC,True,True,True,False,False,False,1.8569,-1.4787,12.2421,2.1994,-2.5137,9.3719
130,79498203,2025-08-25,UAL,True,True,True,True,False,True,2.2865,3.6252,2.1595,2.6289,2.5901,-0.7107
131,11520,2025-08-26,RCL,True,True,True,True,False,True,0.0961,-0.4156,-6.7705,0.8541,-0.738,-9.2118
132,13272,2025-08-26,UNH,True,True,True,True,False,True,2.786,4.9795,15.7974,3.544,4.6571,13.3561
133,47965865,2025-08-26,SATS,True,False,False,False,False,False,28.2485,32.1801,41.4193,29.0064,31.8577,38.978
134,11520,2025-08-27,RCL,True,True,True,True,False,True,-1.3897,-2.2308,-10.4074,-0.4061,-2.571,-12.4751
135,13272,2025-08-27,UNH,True,True,True,True,False,True,1.6191,5.387,11.8139,2.6026,5.0468,9.7462
136,47965865,2025-08-27,SATS,True,False,False,False,False,False,11.0279,37.2192,18.7883,12.0115,36.879,16.7206
137,11520,2025-08-28,RCL,True,True,True,True,False,True,-3.2145,-4.04,-11.6909,-1.8815,-4.0261,-13.272
138,13272,2025-08-28,UNH,True,True,True,True,False,True,2.1536,5.9413,13.0074,3.4865,5.9552,11.4263
139,16454492,2025-08-28,WYNN,True,True,False,False,False,False,-1.0021,-3.2113,-2.73,0.3309,-3.1974,-4.3111
140,11520,2025-08-29,RCL,True,True,True,True,False,True,-2.2631,-3.3478,-10.2995,-2.06,-3.9338,-12.9676
141,16454492,2025-08-29,WYNN,True,True,False,False,False,False,-0.9704,-3.2189,1.5227,-0.7673,-3.8049,-1.1453
142,474515500,2025-08-29,APA,True,True,True,True,True,True,-2.3256,-4.1344,2.9285,-2.1225,-4.7204,0.2605
143,13497,2025-09-02,VLO,True,True,False,False,True,False,1.9964,1.5815,7.8818,0.6594,-1.0955,3.732
144,16454492,2025-09-02,WYNN,True,True,False,False,False,False,-2.2316,-3.204,0.4623,-3.5685,-5.8809,-3.6875
145,47965865,2025-09-02,SATS,True,False,False,False,False,False,23.5898,14.7915,12.1091,22.2529,12.1145,7.9593
146,89495776,2025-09-02,MPC,True,True,False,False,False,False,0.5773,0.0722,3.9412,-0.7596,-2.6048,-0.2087
147,201113895,2025-09-02,LITE,True,False,True,False,False,False,12.7037,22.9783,24.2532,11.3667,20.3013,20.1034
148,474515500,2025-09-02,APA,True,True,True,True,True,True,-6.6275,-4.1946,-0.9648,-7.9645,-6.8716,-5.1146
149,13497,2025-09-03,VLO,True,True,False,False,True,False,1.2743,1.4094,9.6602,0.4836,-1.2578,6.6357
150,47965865,2025-09-03,SATS,True,False,False,False,False,False,26.1618,12.5645,15.2245,25.3711,9.8973,12.2
151,474515500,2025-09-03,APA,True,True,True,True,True,True,-1.8519,1.0141,5.776,-2.6425,-1.6531,2.7515
152,41045553,2025-09-04,CIEN,True,True,True,False,True,True,4.5074,16.2333,18.3886,4.3209,14.417,16.5431
153,47965865,2025-09-04,SATS,True,False,False,False,False,False,24.3231,7.0217,8.7474,24.1367,5.2054,6.9018
154,474515500,2025-09-04,APA,True,True,True,True,True,True,-7.5939,-2.2611,4.1809,-7.7803,-4.0774,2.3353
155,13681,2025-09-05,WDC,True,True,False,True,True,True,3.2377,11.2451,16.482,2.4698,9.1331,14.8118
156,41045553,2025-09-05,CIEN,True,True,True,False,True,True,11.2863,16.4624,17.5508,10.5184,14.3504,15.8806
157,47965865,2025-09-05,SATS,True,False,False,False,False,False,18.8132,6.9899,8.7745,18.0453,4.8778,7.1044
158,201113895,2025-09-05,LITE,True,False,True,False,False,False,10.3171,12.9198,6.4566,9.5493,10.8078,4.7864
159,313130367,2025-09-05,AVGO,True,True,True,True,True,True,10.3556,8.7193,0.3613,9.5878,6.6072,-1.3089
160,491932113,2025-09-05,STX,True,True,True,False,False,False,2.5935,12.2024,16.842,1.8257,10.0903,15.1719
161,13681,2025-09-08,WDC,True,True,False,True,True,True,9.7545,12.713,25.1367,7.8927,10.6432,22.8479
162,201113895,2025-09-08,LITE,True,False,True,False,False,False,12.9652,14.7925,8.822,11.1034,12.7226,6.5332
163,313130367,2025-09-08,AVGO,True,True,True,True,True,True,5.3349,-0.0868,-5.1353,3.4731,-2.1567,-7.424
164,491932113,2025-09-08,STX,True,True,True,False,False,False,11.562,14.479,21.0843,9.7002,12.4091,18.7956
165,9939,2025-09-09,MU,True,True,True,False,True,True,16.6593,20.3268,21.192,15.0324,18.2709,19.1392
166,13681,2025-09-09,WDC,True,True,False,True,True,True,8.3034,12.7882,23.4821,6.6765,10.7324,21.4293
167,201113895,2025-09-09,LITE,True,False,True,False,False,False,11.2305,11.2041,7.1509,9.6036,9.1482,5.0981
168,208813719,2025-09-09,GOOGL,True,True,True,True,True,True,4.9994,6.2972,1.8445,3.3725,4.2413,-0.2083
169,208813720,2025-09-09,GOOG,True,True,True,True,True,True,4.9262,6.3766,1.8421,3.2994,4.3207,-0.2107
170,313130367,2025-09-09,AVGO,True,True,True,True,True,True,8.1445,2.4564,-2.6049,6.5176,0.4005,-4.6577
171,481863646,2025-09-09,APP,True,True,True,True,False,True,6.2651,16.3785,27.6242,4.6383,14.3226,25.5714
172,491932113,2025-09-09,STX,True,True,True,False,False,False,10.1936,15.4705,19.5991,8.5668,13.4147,17.5463
173,41045553,2025-09-10,CIEN,True,True,True,False,True,True,4.6512,7.2771,12.1746,3.3172,5.0339,10.0327
174,47965865,2025-09-10,SATS,True,False,False,False,False,False,-9.9512,-8.4491,-4.4186,-11.2851,-10.6923,-6.5605
175,208813719,2025-09-10,GOOGL,True,True,True,True,True,True,5.2013,5.586,1.6432,3.8674,3.3428,-0.4988
176,481863646,2025-09-10,APP,True,True,True,True,False,True,4.5881,13.468,26.6998,3.2542,11.2249,24.5579
177,13878278,2025-09-11,CNC,True,True,True,False,False,False,-6.6901,-4.0493,4.8709,-7.0505,-5.4498,3.2256
178,41045553,2025-09-11,CIEN,True,True,True,False,True,True,3.7585,5.1396,14.5057,3.3981,3.7391,12.8604
179,47965865,2025-09-11,SATS,True,False,False,False,False,False,-9.3977,-5.0623,3.1931,-9.7581,-6.4628,1.5478
180,13681,2025-09-12,WDC,True,True,False,True,True,True,3.3586,15.1034,34.4051,3.0894,13.669,32.6086
181,201113895,2025-09-12,LITE,True,False,True,False,False,False,0.1963,1.0367,4.1283,-0.0729,-0.3977,2.3319
182,41045553,2025-09-15,CIEN,True,True,True,False,True,True,2.5092,0.9345,12.7667,1.612,1.3672,11.1478
183,76792991,2025-09-15,TSLA,True,True,False,False,True,False,5.8945,3.2558,10.538,4.9973,3.6885,8.919
184,9939,2025-09-16,MU,True,True,True,False,True,True,3.6519,-0.9759,20.2367,2.6156,-1.2517,18.4777
185,13681,2025-09-16,WDC,True,True,False,True,True,True,9.0406,3.6764,21.5249,8.0043,3.4006,19.7658
186,41045553,2025-09-16,CIEN,True,True,True,False,True,True,1.3311,3.2368,11.4708,0.2947,2.9611,9.7117
187,76792991,2025-09-16,TSLA,True,True,False,False,True,False,2.9861,4.4542,7.502,1.9497,4.1785,5.7429
188,201113895,2025-09-16,LITE,True,False,True,False,False,False,-3.622,-5.9391,-6.0269,-4.6584,-6.2149,-7.786
189,491932113,2025-09-16,STX,True,True,True,False,False,False,8.6203,3.0218,15.0144,7.5839,2.7461,13.2554
190,732440574,2025-09-16,LRCX,True,True,True,True,True,True,9.7369,6.5244,23.8068,8.7005,6.2487,22.0477
191,9939,2025-09-17,MU,True,True,True,False,True,True,2.8939,2.4439,16.0635,1.7319,1.7612,14.5556
192,41045553,2025-09-17,CIEN,True,True,True,False,True,True,2.1484,5.6753,11.072,0.9864,4.9927,9.5641
193,201113895,2025-09-17,LITE,True,False,True,False,False,False,0.8387,-0.4653,-3.7896,-0.3233,-1.148,-5.2976
194,491932113,2025-09-17,STX,True,True,True,False,False,False,7.485,7.396,5.4603,6.323,6.7133,3.9523
195,732440574,2025-09-17,LRCX,True,True,True,True,True,True,8.4495,7.539,15.1354,7.2875,6.8563,13.6274
196,9939,2025-09-18,MU,True,True,True,False,True,True,-1.4684,-2.9546,16.3716,-1.6119,-3.169,14.7333
197,266093,2025-09-18,AMAT,True,True,True,True,True,True,5.8548,8.0048,14.6237,5.7113,7.7904,12.9854
198,270639,2025-09-18,INTC,True,False,False,False,True,False,-4.0236,12.7903,22.4403,-4.167,12.5759,20.802
199,76792991,2025-09-18,TSLA,True,True,False,False,True,False,2.1591,6.3236,5.2393,2.0156,6.1092,3.601
200,201113895,2025-09-18,LITE,True,False,True,False,False,False,-4.379,-5.2012,-4.9038,-4.5225,-5.4156,-6.5421
201,370757467,2025-09-18,CRWD,True,False,True,False,True,False,-3.6866,-2.8212,1.4563,-3.8301,-3.0356,-0.182
202,481863646,2025-09-18,APP,True,True,True,True,False,True,4.7722,14.6158,1.3161,4.6287,14.4014,-0.3222
203,732440574,2025-09-18,LRCX,True,True,True,True,True,True,4.4411,3.7761,12.8404,4.2977,3.5617,11.2021
204,9939,2025-09-19,MU,True,True,True,False,True,True,-0.6268,0.719,18.1896,-0.2351,0.722,17.0656
205,270639,2025-09-19,INTC,True,False,False,False,True,False,5.5443,16.5652,27.789,5.936,16.5683,26.665
206,76792991,2025-09-19,TSLA,True,True,False,False,True,False,3.9242,4.0228,2.2226,4.316,4.0258,1.0986
207,370757467,2025-09-19,CRWD,True,False,True,False,True,False,-5.2174,-2.8057,1.3093,-4.8256,-2.8027,0.1853
208,481863646,2025-09-19,APP,True,True,True,True,False,True,-1.1807,9.663,-7.5848,-0.789,9.666,-8.7088
209,504546674,2025-09-19,HOOD,True,True,True,True,False,True,1.6188,9.5688,22.183,2.0106,9.5719,21.059
210,732440574,2025-09-19,LRCX,True,True,True,True,True,True,1.1031,3.2855,11.0936,1.4948,3.2885,9.9696
211,9939,2025-09-22,MU,True,True,True,False,True,True,-0.4374,11.6207,17.1,0.0365,11.2638,17.6698
212,13681,2025-09-22,WDC,True,True,False,True,True,True,3.852,16.769,5.7379,4.3258,16.4121,6.3078
213,266093,2025-09-22,AMAT,True,True,True,True,True,True,2.2093,11.5051,9.4554,2.6831,11.1482,10.0253
214,270957,2025-09-22,KLAC,True,True,True,True,False,True,-0.6646,6.3487,-4.3174,-0.1908,5.9918,-3.7475
215,402783527,2025-09-22,VRT,True,True,True,True,False,True,-5.6923,6.3701,17.7942,-5.2184,6.0132,18.364
216,491932113,2025-09-22,STX,True,True,True,False,False,False,-0.0829,11.0801,-4.282,0.391,10.7232,-3.7122
217,732440574,2025-09-22,LRCX,True,True,True,True,True,True,-0.8396,11.1876,4.2436,-0.3658,10.8307,4.8134
218,9939,2025-09-23,MU,True,True,True,False,True,True,-1.5083,12.8718,15.8404,-1.5792,11.9671,15.866
219,12729,2025-09-23,TER,True,True,True,True,True,True,-0.2599,8.1378,3.3041,-0.3307,7.2331,3.3298
220,266093,2025-09-23,AMAT,True,True,True,True,True,True,2.0312,8.2939,9.2647,1.9603,7.3892,9.2903
221,270639,2025-09-23,INTC,True,False,False,False,True,False,17.5187,25.5283,26.8575,17.4479,24.6236,26.8832
222,270957,2025-09-23,KLAC,True,True,True,True,False,True,-0.66,2.8333,-4.3129,-0.7309,1.9286,-4.2873
223,491932113,2025-09-23,STX,True,True,True,False,False,False,0.4427,10.8096,-3.7785,0.3719,9.9049,-3.7529
224,732440574,2025-09-23,LRCX,True,True,True,True,True,True,-0.6367,10.5207,4.4569,-0.7076,9.616,4.4825
225,9939,2025-09-24,MU,True,True,True,False,True,True,1.3543,18.0879,15.6762,0.964,16.4982,15.5053
226,13681,2025-09-24,WDC,True,True,False,True,True,True,6.4272,14.2128,3.1361,6.0369,12.623,2.9652
227,266093,2025-09-24,AMAT,True,True,True,True,True,True,1.7425,11.1547,8.3151,1.3522,9.5649,8.1442
228,270639,2025-09-24,INTC,True,False,False,False,True,False,10.442,17.2005,14.1256,10.0518,15.6107,13.9546
229,270957,2025-09-24,KLAC,True,True,True,True,False,True,-0.4248,6.6475,-4.02,-0.8151,5.0577,-4.1909
230,76792991,2025-09-24,TSLA,True,True,False,False,True,False,0.0949,2.3623,-3.0601,-0.2954,0.7725,-3.2311
231,491932113,2025-09-24,STX,True,True,True,False,False,False,2.4318,8.5516,-5.3956,2.0416,6.9619,-5.5665
232,732440574,2025-09-24,LRCX,True,True,True,True,True,True,2.1587,16.2329,7.7852,1.7684,14.6431,7.6143
233,12729,2025-09-25,TER,True,True,True,True,True,True,3.59,11.2892,6.1413,2.3545,9.2286,5.0594
